,note_name,octave,start_time
494,A,4,183.979
495,A,4,184.0
496,B,1,184.0
497,F,4,184.0
498,D,4,184.5
499,G,4,184.953
500,E,4,185.005
501,C,2,185.479
502,F,4,185.979
503,D,2,186.0
504,F,4,186.0
505,A,3,186.495
506,G,2,186.943
507,E,4,186.958
508,B,3,187.0
509,C,4,187.495
510,D,4,187.99
511,D,4,188.0
512,G,2,188.0
513,D,4,188.0
514,C,4,188.0
515,B,3,188.51
516,F,2,188.943
517,A,3,188.995
518,E,2,189.479
519,G,3,189.49
520,D,2,189.969
521,F,3,189.995
522,E,4,190.0
523,C,2,190.479
524,E,3,190.495
525,B,1,190.979
526,F,4,190.995
527,D,3,191.0
528,A,1,191.49
529,C,3,191.505
530,E,4,191.964
531,G,1,191.969
532,E,4,192.0
533,G,1,192.0
534,B,2,192.01
535,A,1,192.958
536,B,3,193.01
537,D,4,193.495
538,C,4,193.5
539,F,1,193.969
540,D,4,194.016
541,D,4,194.021
542,G,2,194.474
543,A,3,194.516
544,B,4,194.521
545,F,2,194.958
546,A,4,195.0
547,B,3,195.016
548,E,2,195.479
549,G,4,195.495
550,C,4,195.51
551,F,5,195.979
552,D,2,195.984
553,F,4,195.995
554,F,5,196.0
555,G,4,196.0
556,F,4,196.0
557,D,2,196.0
558,C,4,196.0
559,A,4,196.01
560,D,4,196.021
561,D,4,197.005
562,E,4,197.979
563,D,4,197.984
564,G,5,198.016
565,F,4,198.99
566,A,5,199.026
567,A,5,199.979
568,D,4,199.99
569,B,3,199.995
570,A,5,200.0
571,D,4,200.0
572,D,4,200.0
573,B,3,200.0
574,D,2,200.0
575,G,5,201.005
576,E,4,201.484
577,C,4,201.484
578,F,4,202.0
579,F,5,202.021
580,D,4,202.026
581,D,4,202.479
582,E,5,202.979
583,B,3,202.984
584,G,4,203.0
585,C,4,203.479
586,A,3,203.99
587,D,5,204.0
588,E,5,204.0
589,A,3,204.0
590,G,4,204.0
591,D,2,204.0
592,D,4,204.026
593,F,4,204.953
594,D,2,204.979
595,A,4,204.995
596,E,4,205.974
597,C,2,206.0
598,E,5,206.01
599,E,4,206.026
600,B,1,206.964
601,D,4,206.99
602,A,4,206.995
603,F,5,207.016
604,F,4,207.016
605,A,1,207.969
606,A,4,208.0
607,D,4,208.0
608,B,1,208.0
609,A,1,208.0
610,F,5,208.016
611,F,4,208.031
612,E,4,209.0
613,C,4,209.026
614,E,4,209.51
615,E,5,209.526
616,C,4,210.0
617,E,4,210.0
618,E,5,210.026
619,B,3,210.042
620,G,2,210.495
621,E,4,210.5
622,F,2,210.969
623,F,4,210.99
624,A,3,211.036
625,G,4,211.479
626,E,2,211.479
627,F,4,211.974
628,D,2,211.984
629,G,4,212.0
630,F,4,212.0
631,A,4,212.0
632,E,2,212.0
633,D,2,212.0
634,E,4,212.0
635,F,5,212.026
636,D,4,212.984
637,D,4,213.974
638,E,4,213.984
639,G,5,214.016
640,F,4,214.979
641,A,5,215.026
642,B,3,215.932
643,D,4,215.974
644,D,4,216.0
645,B,3,216.0
646,D,2,216.0
647,A,5,216.01
648,G,5,217.0
649,C,4,217.458
650,E,4,217.49
651,F,4,217.984
652,F,5,217.99
653,D,4,218.005
654,A,4,218.479
655,E,5,218.964
656,B,4,218.974
657,G,4,218.984
658,C,5,219.479
659,D,5,219.953
660,D,4,219.969
661,D,5,219.99
662,D,5,220.0
663,D,5,220.0
664,G,4,220.0
665,D,2,220.0
666,D,4,220.0
667,E,3,220.443
668,C,5,220.453
669,D,3,220.943
670,B,4,220.958
671,F,4,220.979
672,C,3,221.438
673,A,4,221.458
674,E,4,221.49
675,B,2,221.932
676,G,4,221.953
677,E,5,222.005
678,E,4,222.01
679,D,4,222.026
680,A,2,222.453
681,F,4,222.464
682,C,4,222.526
683,G,2,222.969
684,E,4,222.984
685,B,3,223.0
686,F,4,223.0
687,F,5,223.01
688,F,2,223.458
689,A,3,223.479
690,D,4,223.484
691,A,2,223.99
692,E,5,224.0
693,D,4,224.0
694,A,3,224.0
695,F,2,224.0
696,A,2,224.0
697,E,4,224.005
698,G,3,224.021
699,C,4,224.5
700,A,1,224.953
701,A,3,224.99
702,G,4,224.995
703,D,5,225.49
704,F,4,225.49
705,D,4,225.49
706,F,3,225.948
707,D,2,225.964
708,F,4,225.984
709,D,4,226.01
710,D,5,226.016
711,F,4,226.479
712,A,2,226.979
713,E,4,226.99
714,F,4,227.026
715,D,4,227.49
716,D,4,228.0
717,F,4,228.0
718,A,2,228.0
719,D,4,228.0
720,C,4,228.005
721,G,4,228.01
722,E,5,228.026
723,E,4,228.984
724,D,4,229.974
725,A,4,229.979
726,F,5,229.99
727,D,5,230.974
728,B,3,230.979
729,D,5,230.99
730,G,4,231.969
731,E,5,231.979
732,C,4,231.979
733,D,5,232.0
734,E,5,232.0
735,G,4,232.0
736,B,3,232.0
737,C,4,232.0
738,A,2,232.0
739,F,4,232.979
740,F,5,232.99
741,E,4,233.464
742,G,5,233.49
743,F,4,233.964
744,D,4,233.979
745,F,5,234.01
746,E,4,234.969
747,G,4,234.979
748,D,5,235.0
749,F,4,235.443
750,A,4,235.464
751,G,4,235.964
752,B,4,235.969
753,E,4,235.979
754,E,5,236.0
755,D,5,236.0
756,B,4,236.0
757,G,4,236.0
758,A,2,236.0
759,E,4,236.0
760,C,5,236.453
761,D,5,236.958
762,F,4,236.984
763,F,5,236.99
764,E,5,237.448
765,G,4,237.474
766,G,5,237.484
767,A,4,237.938
768,D,5,237.964
769,F,4,237.979
770,F,5,238.021
771,A,3,238.469
772,F,2,238.964
773,B,3,238.974
774,C,5,238.979
775,E,4,238.979
776,E,5,239.0
777,C,4,239.474
778,B,4,239.974
779,E,5,240.0
780,B,4,240.0
781,B,3,240.0
782,F,2,240.0
783,D,4,240.0
784,E,4,240.0
785,B,3,240.01
786,D,5,240.016
787,B,2,240.016
788,B,3,240.458
789,B,3,240.958
790,C,4,240.995
791,E,4,241.0
792,G,2,241.005
793,E,5,241.031
794,B,4,241.474
795,A,4,241.979
796,A,3,242.005
797,A,4,242.021
798,E,4,242.484
799,F,2,242.979
800,F,5,242.99
801,A,4,242.995
802,D,4,242.995
803,F,4,242.995
804,E,2,243.49
805,G,4,243.5
806,F,5,244.0
807,F,4,244.0
808,G,4,244.0
809,A,4,244.0
810,D,4,244.0
811,E,2,244.0
812,F,4,244.0
813,D,2,244.021
814,F,5,244.979
815,D,5,245.0
816,G,5,245.979
817,E,5,245.995
818,C,4,246.016
819,F,5,246.984
820,A,5,246.995
821,B,3,247.958
822,D,5,247.974
823,A,5,247.99
824,A,5,248.0
825,D,5,248.0
826,B,3,248.0
827,D,2,248.0
828,G,5,248.969
829,E,5,249.0
830,C,4,249.458
831,F,5,250.0
832,A,4,250.0
833,D,4,250.0
834,G,4,250.964
835,E,5,250.979
836,B,4,250.984
837,C,5,251.479
838,D,5,251.969
839,D,5,251.99
840,D,4,251.99
841,D,5,252.0
842,D,5,252.0
843,G,4,252.0
844,D,2,252.0
845,D,4,252.0
846,A,4,252.469
847,F,4,252.943
848,B,4,252.979
849,D,3,252.99
850,E,4,253.458
851,C,3,253.458
852,A,4,253.464
853,E,5,253.964
854,B,2,253.974
855,G,4,253.979
856,D,4,253.979
857,E,4,254.031
858,F,4,254.469
859,A,2,254.479
860,C,4,254.5
861,F,5,254.974
862,E,4,254.979
863,F,4,254.979
864,G,2,254.984
865,B,3,254.995
866,F,2,255.464
867,D,4,255.474
868,A,3,255.484
869,E,5,255.99
870,E,4,255.99
871,A,2,255.995
872,F,5,256.0
873,E,5,256.0
874,D,4,256.0
875,G,3,256.0
876,A,3,256.0
877,F,2,256.0
878,A,2,256.0
879,F,4,256.0
880,E,4,256.0
881,C,4,256.49
882,G,4,256.979
883,A,3,256.984
884,A,1,257.031
885,F,4,257.479
886,D,4,257.521
887,D,5,257.536
888,F,3,257.979
889,F,4,257.995
890,D,2,258.005
891,D,5,258.042
892,D,4,258.047
893,A,2,259.0
894,E,4,259.01
895,F,4,259.021
896,D,4,259.49
897,C,4,259.984
898,E,5,259.99
899,E,5,260.0
900,C,4,260.0
901,F,4,260.0
902,A,2,260.0
903,G,4,260.021
904,E,4,260.979
905,D,4,261.964
906,F,5,262.0
907,A,4,262.021
908,D,5,262.958
909,D,5,262.99
910,B,3,263.01
911,C,4,263.979
912,D,5,264.0
913,G,4,264.0
914,D,5,264.0
915,B,3,264.0
916,C,4,264.0
917,A,2,264.0
918,E,5,264.005
919,F,4,264.974
920,F,5,265.0
921,E,4,265.448
922,G,5,265.469
923,F,4,265.969
924,D,4,265.979
925,F,5,265.995
926,G,4,266.979
927,E,4,266.979
928,D,5,267.016
929,F,4,267.464
930,A,4,267.479
931,G,4,267.974
932,B,4,267.984
933,E,4,267.99
934,E,5,268.0
935,D,5,268.0
936,B,4,268.0
937,G,4,268.0
938,A,2,268.0
939,E,4,268.0
940,C,5,268.474
941,D,5,268.969
942,F,5,268.995
943,F,4,269.026
944,E,5,269.469
945,G,5,269.479
946,G,4,269.521
947,A,4,269.964
948,D,5,269.984
949,F,4,269.99
950,F,5,270.016
951,A,3,270.458
952,B,3,270.969
953,E,4,270.984
954,C,5,270.99
955,F,2,270.995
956,E,5,271.016
957,C,4,271.495
958,B,4,271.984
959,D,4,271.99
960,D,5,272.0
961,B,4,272.0
962,B,3,272.0
963,F,2,272.0
964,E,4,272.0
965,D,4,272.0
966,B,3,272.016
967,B,2,272.016
968,B,3,272.479
969,B,3,272.99
970,E,4,272.995
971,E,5,273.0
972,G,2,273.005
973,C,4,273.021
974,B,4,273.484
975,A,4,273.984
976,A,4,274.01
977,A,3,274.016
978,E,4,274.479
979,F,2,274.953
980,F,5,274.979
981,F,4,274.99
982,A,4,274.995
983,D,4,275.01
984,E,2,275.469
985,G,4,275.49
986,D,2,275.995
987,F,5,276.0
988,G,4,276.0
989,D,4,276.0
990,E,2,276.0
991,D,2,276.0
992,F,4,276.0
993,F,4,276.026
994,A,4,276.042
995,D,5,276.974
996,F,5,276.99
997,E,5,277.958
998,C,4,277.979
999,G,5,278.0
1000,F,5,278.938
1001,A,5,279.016
1002,B,3,279.958
1003,A,5,280.0
1004,D,5,280.0
1005,F,5,280.0
1006,B,3,280.0
1007,D,2,280.0
1008,G,5,280.99
1009,E,5,281.016
1010,C,4,281.474
1011,A,4,281.99
1012,D,4,281.995
1013,F,5,282.0
1014,B,4,282.969
1015,G,4,282.974
1016,E,5,282.995
1017,C,5,283.464
1018,D,5,283.969
1019,D,5,283.979
1020,D,4,283.979
1021,E,5,284.0
1022,D,5,284.0
1023,C,5,284.0
1024,D,5,284.0
1025,G,4,284.0
1026,D,2,284.0
1027,D,4,284.0
1028,A,4,284.469
1029,F,4,284.964
1030,B,4,284.974
1031,D,3,284.979
1032,C,3,285.453
1033,A,4,285.464
1034,E,4,285.469
1035,G,4,285.964
1036,D,4,285.974
1037,E,5,285.979
1038,B,2,285.979
1039,E,4,286.01
1040,F,4,286.458
1041,C,4,286.479
1042,A,2,286.479
1043,B,3,286.969
1044,G,2,286.969
1045,E,4,286.974
1046,F,4,286.99
1047,F,5,287.0
1048,A,3,287.469
1049,F,2,287.474
1050,D,4,287.484
1051,E,5,287.995
1052,F,5,288.0
1053,E,5,288.0
1054,D,4,288.0
1055,A,3,288.0
1056,A,2,288.0
1057,F,2,288.0
1058,F,4,288.0
1059,G,3,288.005
1060,E,4,288.01
1061,C,4,288.495
1062,A,3,288.984
1063,G,4,289.0
1064,A,1,289.0
1065,F,4,289.5
1066,D,5,289.51
1067,D,4,289.521
1068,D,2,289.969
1069,F,3,289.984
1070,F,4,290.01
1071,D,4,290.026
1072,D,5,290.031
